"","11874.X15.1095","11874.X15.1","11874.X15.515","11874.X15.1053","11874.X15.1092","11874.X15.2","11874.X15.1083","11874.X15.489","11874.X15.85","11874.X15.910","11874.X15.376","11874.X15.909","11874.X15.920","11874.X15.1055","11874.X15.1062","11874.X15.1227","11874.X15.1231","11874.X15.1239","11874.X15.1261","11874.X15.551","11874.X15.696","11874.X15.698","11874.X15.794","11874.X15.959","11874.X15.960","11874.X15.1085","11874.X15.850","11874.X15.1245","11874.X15.1081","11874.X15.1086","11874.X15.1254","11874.X15.1255","11874.X15.1256","11874.X15.1281","11874.X15.487","11874.X15.527","11874.X15.7","11874.X15.848","11874.X15.865","11874.X15.492","11874.X15.1251","11874.X15.1091","11874.X15.1253","11874.X15.1280","11874.X15.15","11874.X15.1262","11874.X15.146","11874.X15.231","11874.X15.293","11874.X15.303","11874.X15.587","11874.X15.73","11874.X15.149","11874.X15.261","11874.X15.248","11874.X15.218","11874.X15.311","11874.X15.304","11874.X15.317","11874.X15.104","11874.X15.110","11874.X15.123","11874.X15.128","11874.X15.134","11874.X15.188","11874.X15.206","11874.X15.212","11874.X15.224","11874.X15.236","11874.X15.243","11874.X15.256","11874.X15.267","11874.X15.275","11874.X15.281","11874.X15.286","11874.X15.297","11874.X15.301","11874.X15.306","11874.X15.308","11874.X15.320","11874.X15.327","11874.X15.338","11874.X15.418","11874.X15.440","11874.X15.450","11874.X15.470","11874.X15.49","11874.X15.584","11874.X15.585","11874.X15.61","11874.X15.68","11874.X15.829","11874.X15.834","11874.X15.99","11874.X15.136","11874.X15.325","11874.X15.412","11874.X15.194","11874.X15.163","11874.X15.295","11874.X15.142","11874.X15.424","11874.X15.322","11874.X15.446","11874.X15.80","11874.X15.181","11874.X15.144","11874.X15.448","11874.X15.55","11874.X15.42"
"3943186",0,222,8,3,0,250,0,404,45,284,102,53,314,0,0,9,1,0,1,6,44,0,5,0,0,27,0,0,180,184,795,65,7,25,118,196,239,77,2,258,0,0,0,107,43,0,6,0,0,4,1,42,0,1,1,0,0,9,0,0,7,0,6,0,2,0,0,0,8,0,0,0,0,0,1,1398,31,8,0,4,15,17,0,0,2,0,0,0,0,5,0,0,0,13,0,0,3,7,1,0,0,0,0,1,0,0,0,0,1,0
"182089",2,5,2,30,38,8,39,2,1,6,30,4,8,1,5,0,8,6,10,0,0,3,1,1,3,8,2,3,0,0,0,3,2,21,6,0,2,0,6,1,0,4,1,39,1,37,0,4,1,8,3,2,1,2,0,4,15,7,57,0,0,0,0,2,1,4,7,0,0,0,0,0,5,6,2,11,3,1,5,1,7,0,3,12,0,0,0,3,1,23,1,5,0,5,4,0,8,6,3,0,2,0,0,2,3,0,0,1,0,0
"157966",2,3,0,2,2,2,4,1,4,3,7,1,0,2,0,0,0,2,4,0,0,0,0,0,1,7,0,2,1,1,0,3,1,2,1,1,0,2,0,0,0,1,2,4,0,12,0,1,0,6,1,0,1,1,0,2,1,1,6,2,0,0,0,0,0,2,6,1,0,0,0,0,0,3,0,3,0,1,0,1,0,0,3,14,0,0,1,0,0,11,1,0,0,0,3,0,0,0,3,1,0,0,0,2,1,0,0,0,0,0
"4385326",1,29,2,33,48,76,27,2,8,14,113,9,20,3,8,5,6,33,8,0,0,2,2,53,88,36,8,5,20,17,25,26,7,10,16,3,8,5,12,10,17,3,87,100,5,9,0,0,0,10,4,0,0,3,7,18,0,1,34,0,2,49,0,6,2,1,2,20,0,0,0,6,1,67,3,0,0,1,0,0,9,1,0,5,6,0,1,2,1,38,0,0,0,3,6,4,30,2,2,6,0,0,5,15,1,0,0,0,7,1
"3924627",3,0,0,2,1,0,7,2,8,18,0,15,18,0,10,28,0,7,10,10,6,0,48,0,1,0,1,0,1,5,0,0,0,0,0,1,1,0,2,2,0,12,1,0,0,0,0,0,6,1,0,10,5,5,0,2,25,0,10,0,3,0,1,0,0,0,16,1,1,0,1,0,0,0,0,52,0,1,0,0,1,0,4,0,0,0,6,0,6,0,0,0,2,9,0,0,0,0,4,4,6,6,0,0,0,13,1,0,0,1
"174489",1,17,0,0,2,6,8,0,3,4,49,10,9,0,3,6,6,5,2,1,0,0,2,13,5,23,1,1,3,5,6,28,5,9,1,0,2,0,8,1,13,3,5,25,0,5,0,4,0,7,4,2,0,12,0,2,15,0,4,0,0,0,0,3,0,1,0,4,0,0,0,0,1,2,2,2,0,2,0,0,0,0,0,1,2,0,1,0,0,17,1,0,3,0,0,0,2,7,1,4,3,0,0,0,0,1,0,0,1,1
"4381553",166,154,14,3595,816,475,394,546,122,115,17,175,75,29,234,242,24,632,108,94,8,616,145,338,330,21,1957,21,720,531,451,599,9,6,337,50,145,1778,15,254,7,1194,0,25,73,3,1,0,0,2103,0,24,56,0,0,0,4,60,2973,0,0,0,185,2,0,7,0,0,1,0,0,0,0,16,0,45,0,3,1,2,20,47,452,0,7,0,0,16,1,1,16,0,2,3,1,22,24,0,0,42,1,1,1,1,0,0,0,0,0,0
"23652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,1,0,241,39,0,0,1,0,466,337,0,9,186,0,150,14,0,0,37,33,27,8,0,1,290,2,45,0,150,380,3,1526,8,0,0,98,104,0,0,0,0,4,26,5,123,0,0,1,28,0,21,55,0,75,0,276,0,171
"2532173",307,27,44,26,6,38,35,0,1,16,9,20,19,0,0,78,0,3,2,1,49,1,6,4,2,80,41,86,5,4,28,15,0,1,5,14,0,15,790,96,46,5,0,18,67,3,0,11,0,4,79,1,0,2,1,4,48,2,25,0,0,5,0,0,0,11,0,124,0,0,3,0,0,4,2,93,0,0,0,0,0,0,0,0,4,0,1,1,0,210,2,29,1,0,1,17,1,0,0,0,25,1,0,0,0,0,0,0,12,1
"4465072",19,52,19,58,118,22,114,21,65,52,0,55,42,20,21,56,1,78,52,32,6,19,80,4,35,23,0,15,32,53,285,189,60,0,68,62,19,16,29,0,4,0,12,0,0,19,21,0,41,30,86,9,0,6,4,97,0,0,644,0,20,44,40,60,13,282,91,48,46,9,20,0,17,124,65,46,8,1,6,10,3,13,0,41,7,0,9,21,30,272,17,10,138,62,10,39,0,4,12,0,25,1,0,34,20,12,2,15,26,2
"3910247",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,43,0,0,12,4,0,2,36,89,1659,3,0,0,19,0,0,2,17,268,510,7,2475,20,0,1,284,0,326,5346,6,566,179,0,191,5,1,80,0,0,171,0,19,591,698,0,6,678,705,162,0,731,50,0,948,8,218,0,62,81,6,33,0,0
"174950",2,5,2,0,0,5,2,0,0,5,4,1,1,0,2,1,11,0,3,0,0,0,0,0,7,5,2,1,1,2,5,1,0,1,0,0,1,0,4,1,1,1,0,5,0,20,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,7,0,0,1,0,0,0,0,1,2,0,0,1,0,3,0,0,2,2,0,0,2,0,0,2,4,0,0,1,1,1,0,0,0,0
"4479397",0,0,0,3,0,0,0,5,0,1,0,0,4,0,0,3,2,0,34,0,0,0,21,0,0,0,3,85,15,11,40,4,0,0,33,0,4,53,0,1,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,4,0,0,14,0,1,0,0,0,3,0,0,1,0,10,1,0,1,0,1,0,0,0,0,6,4,6,196,0,0,1,0,1,0,0,31,0,1,0,0,1,97,1,18,5,0,0,39,42,0,0,0,0,0
"180136",0,1,2,0,0,0,0,0,3,3,0,3,1,0,1,2,22,3,20,5,5,8,8,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,14,0,0,1,9,1,0,1,3,0,9,34,70,16,1,8,20,8,2,2,30,9,5,23,3,43,0,0,7,0,18,0,0,25,4,0,3,1,10,24,6,12,0,3,5,3,4,0,12,0,0,13,2,2,0,0,0,1,0,4
"4332078",8,8,4,0,0,0,0,0,7,3,0,4,0,1,4,1,6,19,39,0,8,0,0,0,6,6,8,1,5,1,0,0,0,0,0,11,0,0,5,0,0,16,0,1,0,1,3,1,0,0,1,0,0,6,38,2,0,118,7,0,9,74,45,24,0,13,32,24,2,1,11,4,6,75,6,125,0,0,38,2,28,0,0,37,10,0,2,14,25,30,3,7,5,9,2,3,9,39,33,9,0,19,1,12,7,0,0,0,1,3
"181539",0,0,0,0,0,0,3,0,0,1,1,5,6,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,1,3,0,4,2,11,0,11,4,0,5,0,22,1,5,3,3,1,12,0,0,3,2,1,8,3,0,0,0,1,3,16,2,1,8,0,0,1,1,0,3,3,23,6,6,1,60,9,7,4,14,2,2,1,8,3,3,10,3,12,1,2,13,2,2,4,6
"189524",12,4,0,12,14,12,78,3,1,5,71,0,5,0,2,0,9,6,10,0,1,0,3,8,2,11,0,0,2,0,2,0,0,16,3,4,5,0,11,2,13,3,2,49,0,12,0,0,0,20,1,0,1,3,0,17,0,0,18,1,0,4,0,0,0,2,5,6,0,0,0,0,1,3,0,6,0,0,0,0,6,3,4,7,3,0,0,3,0,19,1,1,1,4,13,5,3,4,1,0,2,4,0,0,1,4,0,0,0,0
"4458306",0,0,27,4,2,1,16,0,0,0,3,0,0,25,1,0,1,1,0,0,13,4,0,1,0,8,2,0,42,178,30,53,109,11,63,0,31,18,0,10,0,39,1,2,9,28,30,10,20,167,11,12,0,17,1,5,50,194,0,12,10,43,3,2,0,47,0,0,10,5,0,3,148,11,10,106,4,19,0,5,74,0,0,18,10,86,6,2,0,4,6,5,0,0,0,11,12,1,4,12,1,0,6,12,6,0,2,3,5,1
"4454586",47,106,11,0,1,0,0,1,35,99,3,125,87,11,33,278,8,64,139,33,28,4,177,8,44,8,285,30,11,14,4,12,1,4,36,232,15,33,0,174,11,84,2,9,74,1,0,8,0,105,3,0,134,11,0,4,0,1,0,88,0,1,34,3,0,1,0,0,0,0,3,0,0,5,1,33,1,0,0,0,11,0,125,1,2,0,6,2,2,8,4,1,0,0,2,0,64,11,0,14,7,10,0,0,2,0,0,0,1,0
"840961",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,5,0,4,1,3,4,1,7,6,3,9,1,9,0,1,7,8,1,0,0,0,1,0,1,47,1,2,1,0,10,1,0,5,0,0,6,9,0,15,0,0,0,16,1,0,0,5,5,0,5,22,0,1,2,0,0,2,0,1
"4407939",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,6,0,0,3,0,2,0,0,0,0,0,0,4,1,3,5,1,1,3,1,25,5,1,0,0,1,12,1,0,4,2,0,0,14,16,1,6,1,0,1,0,0,0,4,0,3,3,2,0,1,0,0,1,1,6,6,0,0,2,0,0
"2438203",3,0,0,1,0,0,0,0,1,3,2,3,2,0,0,7,0,0,0,0,0,0,0,0,0,6,1,4,0,0,13,3,1,3,3,3,6,1,12,0,2,2,0,2,0,0,3,0,0,0,3,2,0,3,0,2,19,0,2,0,0,2,0,0,2,1,0,2,0,0,4,1,0,4,0,1,0,0,0,0,1,3,0,0,2,0,1,5,0,22,4,0,0,0,45,2,0,42,0,5,3,1,0,3,0,22,0,0,2,2
"354334",1,0,0,3,4,1,0,1,2,1,1,2,1,1,2,0,0,3,3,0,0,0,8,2,0,0,2,0,0,1,2,0,1,4,0,0,0,1,0,0,0,2,2,0,0,3,0,1,1,0,0,0,0,0,0,1,0,3,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,1,1,0,0,0,3,1,0,2,0,0,0,0,2,4,3,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0
"176312",0,0,1,19,8,1,22,5,0,2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0,10,3,1,0,0,0,3,0,0,8,3,15,4,20,6,1,4,34,1,26,1,0,36,15,2,0,3,1,1,12,14,29,0,0,0,2,0,2,0,30,9,0,2,1,0,52,17,2,1,3,16,1,7,1,4,4,3,0,0,7,3,0,0,4,10,0
"4254528",12,7,1,0,0,0,6,0,0,13,18,12,15,0,0,25,0,0,0,0,8,0,0,0,0,4,1,11,1,1,45,18,1,6,10,22,9,5,47,0,0,9,3,21,3,1,8,1,0,1,3,2,0,4,0,14,3,2,10,0,1,0,0,1,4,0,0,2,0,0,0,0,1,13,0,2,0,0,0,2,1,1,0,1,1,0,5,3,1,19,17,0,0,3,10,2,2,7,0,6,4,3,0,0,0,12,0,0,0,1
"296082",1,0,2,0,0,1,0,0,1,0,0,0,1,3,0,1,2,0,1,1,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,464,155,0,0,290,413,0,1,2,2544,0,667,16,1,255,423,0,726,205,140,160,282,465,9,4,1,36,99,4,2,341,32,1,334,127,428,2,210,387,0,13,555,658,848,1,188,7,91,295,241,394,299,21,0,348,167,13,171,428,874,9,131,147,130
"4404220",5,0,0,0,0,0,0,0,0,0,2,15,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,7,8,5,83,29,70,3,13,10,0,2,0,24,5,0,0,1,1,0,7,3,4,4,0,3,1,9,0,2,1,0,4,2,0,0,0,1,1,1,0,1,0,0,0,2,1,3,0,1,2,0,1,6,1,1,3,3,0,1,0,3,0,0,4,3,1,3,1,2,4,0,1,0,0,2,1,1,0,3,0,0
"195350",0,0,2,0,0,0,0,0,3,0,10,1,1,0,5,3,2,5,0,1,0,0,2,10,13,7,0,0,2,4,1,1,0,0,1,0,2,0,0,0,0,4,0,4,0,1,3,0,0,1,1,0,0,0,0,4,1,0,0,0,0,4,0,2,1,1,0,7,0,0,0,0,1,12,0,3,0,0,2,0,2,0,0,0,1,0,0,13,1,7,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0
"229348",0,0,0,0,0,0,0,0,0,1,0,0,1,0,41,0,1,6,1,0,4,1,0,0,2,0,11,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,3,0,0,7,2,1,0,0,0,25,0,40,38,0,2,37,0,2,1,11,14,7,0,3,0,3,0,3,0,0,3,0,0,9,1,5,0,0,1,0,5,4,2,0,6,0,1,7,2,3,0,2,7,3,1,4,1,4,1,0,0,0,2,0
"173917",17,20,3,0,0,0,0,0,2,7,1,4,8,2,0,6,9,3,9,0,0,0,0,5,8,1,0,13,0,0,0,0,0,1,0,5,0,0,11,0,0,0,0,0,0,10,0,2,1,65,9,7,0,4,5,11,0,1,13,0,3,11,4,4,1,1,4,12,1,0,0,4,5,18,0,40,7,0,2,0,5,4,0,27,4,1,0,18,2,76,1,14,8,12,14,8,0,4,6,3,4,0,1,3,2,1,0,3,1,0
"185834",38,0,2,63,36,0,33,0,0,1,5,0,1,16,5,0,114,15,119,0,0,0,0,0,3,0,5,0,0,0,0,1,0,1,0,0,1,0,17,0,107,7,27,4,0,8,9,3,0,6,13,1,0,31,34,24,0,25,8,1,16,138,91,57,6,9,165,193,18,3,12,51,32,70,6,108,22,2,90,9,44,19,0,701,24,0,7,49,17,42,26,7,1,40,32,1,6,17,23,15,10,27,1,13,23,5,0,19,6,14
"327209",0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,10,0,0,0,14,0,0,4,8,0,3,25,3,3,1,14,5,7,0,0,7,19,14,66,3,28,8,0,27,7,3,0,0,62,1,0,0,6,9,0,3,22,0,6,1,2,2,0,20,5,1,4,0,1,1,2,0,1,0,0
"175560",0,2,0,1,2,3,3,5,3,1,4,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,36,1,4,10,1,1,0,0,0,0,26,1,6,1,0,1,1,0,0,1,0,0,3,3,16,0,0,3,0,0,0,2,0,2,1,0,2,0,1,1,1,5,1,0,0,0,3,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0
"197539",0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,1,10,32,2,0,0,0,0,3,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,9,5,38,0,48,10,0,2,52,1,14,2,18,26,3,0,2,3,1,22,29,3,383,5,0,8,10,5,6,0,9,0,0,1,9,8,32,10,7,26,18,0,2,11,0,36,79,9,2,6,2,42,14,1,1,4,6
"179663",1,5,1,0,5,1,4,0,20,7,12,6,5,3,0,6,0,2,4,1,4,1,11,3,11,14,0,3,0,0,1,11,2,12,2,0,0,0,3,0,0,0,1,7,0,3,5,1,0,3,1,1,0,1,1,2,0,19,0,0,0,4,1,0,1,6,4,2,0,1,1,0,15,20,0,78,0,0,1,4,2,0,5,27,1,0,0,4,3,12,6,5,4,1,0,2,2,1,2,9,1,2,1,3,0,2,0,2,0,0
"175704",0,3,0,0,0,0,1,0,0,0,9,2,1,1,0,1,18,2,3,0,0,0,1,6,3,1,2,5,0,0,1,4,2,0,0,1,2,0,2,0,15,1,1,11,0,10,0,0,0,0,0,1,0,0,0,6,0,0,2,0,1,0,0,2,0,0,2,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
"300620",0,0,58,0,0,0,0,0,5,17,0,4,11,7,8,7,22,38,29,23,4,21,24,120,42,20,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,12,1,0,0,0,10,0,0,0,3,0,0,12,4,0,3,19,6,9,1,9,37,17,1,0,14,21,4,16,0,71,6,0,8,0,0,0,0,81,11,0,0,11,16,0,5,8,0,1,0,13,20,0,13,0,3,7,2,17,6,3,0,2,0,1
"941632",3,4,5,2,2,8,6,2,4,4,5,2,3,9,1,6,4,6,10,1,5,4,5,7,10,2,2,4,4,5,7,4,3,5,3,2,3,3,2,6,5,6,6,3,1,4,1,1,1,1,3,3,0,3,2,7,1,1,4,2,5,5,4,2,0,7,4,2,1,1,3,3,1,5,1,9,2,0,3,1,4,1,7,10,4,8,4,6,3,5,3,2,5,10,2,1,2,3,3,1,4,1,0,1,3,1,0,1,1,1
"174019",40,159,149,0,2,1,2,0,71,289,496,164,227,20,373,215,5,131,15,184,172,0,396,7,95,2,831,7,0,0,0,0,0,30,0,135,0,0,9,845,0,32,0,302,76,0,0,5,0,1,68,411,0,29,17,500,0,10,1084,0,1,9,15,12,1,64,70,5,16,3,0,6,51,16,21,187,8,1,8,6,265,42,0,56,15,0,0,2,7,2,8,35,35,106,24,1,149,10,5,0,616,3,6,3,15,85,0,0,2,11
"4458227",0,0,12,0,0,1,0,0,10,1,0,5,0,0,0,192,0,0,77,443,21,0,684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19,0,0,3,59,2,0,8,0,0,304,165,129,190,2,28,510,0,2,3,123,1,20,268,2,3661,4,0,177,1,47,11,1,1216,26,0,1,70,203,0,25,33,0,134,0,0,1,0,925,0,1,3,0,108,130,0,1,58,0,17
"177446",0,0,21,0,0,0,0,0,17,8,0,0,2,2,2,6,21,33,41,49,3,33,34,31,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2,0,1,1,0,7,56,106,0,0,7,0,3,0,2,2,25,2,21,1,67,2,0,8,4,3,0,0,32,7,0,0,13,5,0,6,18,0,7,0,5,3,0,13,6,0,5,4,7,3,0,0,5,0,0
"303027",0,0,1,0,0,0,0,0,0,1,0,3,3,1,9,30,0,22,9,0,0,0,1,1,3,1,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,11,54,5,0,0,3,0,11,97,0,8,4,0,16,0,0,0,3,0,0,11,5,309,1,0,51,0,19,0,0,22,5,0,8,8,23,4,0,0,1,25,11,1,2,10,15,0,2,49,0,0,2,4,0,0,0,0
"7366",1,4,1,1,5,5,6,1,13,0,0,1,0,1,2,4,0,9,5,2,0,1,1,3,14,4,0,5,0,0,0,0,0,0,0,2,0,0,2,0,1,5,0,1,0,0,1,1,0,0,0,0,0,0,6,6,0,0,0,0,2,39,4,2,1,1,0,26,0,0,2,1,4,40,5,4,9,0,4,2,7,0,0,7,3,0,0,10,3,0,1,6,0,4,0,4,6,0,10,0,1,1,1,0,2,0,0,1,0,0
"174831",0,0,7,1,0,2,150,0,0,16,4,29,17,66,1,6,0,0,6,0,1,0,1,0,2,5,9,1,17,3,0,0,1,2,11,0,43,1,0,45,86,23,13,3,45,3,220,101,1893,0,264,53,368,22,55,988,311,443,20,161,5,223,0,517,21,81,99,437,16,9,14,0,59,90,230,47,27,2921,2,13,21,145,23,69,39,1781,316,168,134,2318,94,427,16,134,822,544,61,5,8,451,250,153,229,32,4,481,219,75,71,174
"4468466",83,65,82,19,57,0,23,0,56,38,18,27,12,15,5,104,33,22,100,124,40,42,218,26,20,36,11,21,2,0,2,4,0,10,0,72,0,0,54,8,2,31,0,15,11,6,0,0,0,23,23,2,0,22,18,3,0,10,10,0,21,75,1498,36,3,89,100,116,10,3,139,57,24,197,16,180,8,0,105,3,70,6,2,529,0,0,10,13,24,6,12,73,11,16,3,7,13,17,50,4,3,25,1,36,9,8,0,19,0,1
"4410166",3,4,388,4,3,6,766,1,48,644,161,1246,889,1803,2,386,30,2,708,2,190,3,22,1,134,173,446,1,25,3,5,7,1,160,5,3,24,2,5,498,494,543,87,133,323,223,3510,3550,4201,2,5493,1805,1268,2163,420,9601,1912,1941,952,893,575,5153,20,692,1492,1018,1915,3980,1786,82,46,13,1452,1143,3924,1709,2228,3237,23,1460,1620,1068,87,1257,3783,10452,4471,1423,862,36468,5160,3176,2463,8654,4260,1626,159,1548,1309,2483,5686,1715,5559,2005,1047,5090,3348,2292,2754,2349
"4436552",12,9,733,4,5,3,12,2,107,1666,1051,3692,2189,19690,2,1226,96,4,1401,7,310,5,101,4,806,1510,2947,672,4854,678,110,48,34,510,2005,6,10587,15,2,9691,5,7647,0,813,9388,1043,4278,3428,6154,4,1536,9034,89,737,566,18065,1980,6086,3291,2697,616,2076,5,1417,2852,8857,1109,3099,1329,727,52,61,1799,3369,2213,19297,657,2315,35,2522,1758,3696,81,1742,2808,53,3762,3697,1437,7680,3745,3201,2392,13627,5877,3646,2574,1590,2616,7938,3101,2446,931,708,449,3123,5234,535,4923,1756
"346938",0,2,2,0,1,0,0,0,1,1,52,2,2,23,0,0,0,1,1,0,1,0,0,0,2,0,52,1,1143,161,25,5,9,41,488,0,2407,5,1,1618,0,911,0,41,1724,0,314,4,109,0,211,427,1,8,94,62,454,511,15,2,157,322,0,197,344,3348,306,214,339,266,3,13,163,756,1340,624,229,295,0,3,54,61,0,951,424,0,85,18,124,469,361,28,329,1885,664,145,804,68,27,3,391,3,129,65,1,6,877,52,1239,294
"4471251",2,1,1,1,0,0,2,0,0,1,1,0,0,0,1,1,0,1,1,1,2,0,0,0,1,3,0,1,0,2,0,1,2,1,3,0,2,2,0,1,0,1,0,2,2,0,4,1,2,1,7,2,2,3,2,11,3,3,3,1,2,4,4,2,0,5,7,7,0,4,0,1,6,5,1,9,0,0,0,0,1,2,6,10,4,6,4,2,2,13,3,2,0,4,2,3,1,6,3,0,2,2,1,0,0,7,1,1,2,0
"148279",1,11,9,5,5,0,17,0,7,24,34,22,22,23,2,14,59,39,5,11,1,3,17,29,20,5,0,1,0,0,0,2,2,24,2,16,0,0,0,0,44,1,28,19,0,12,4,0,0,22,1,0,0,2,0,2,0,0,19,0,0,26,115,0,0,6,8,6,0,0,1,1,1,3,6,127,0,0,1,0,0,2,6,30,4,0,0,4,2,8,4,5,0,3,1,11,5,0,19,3,4,3,0,2,2,0,0,0,0,0
"20799",0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,413,0,0,1,2,185,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,1,0,116,3,0,0,0,3,0,0,26,3,17,151,1,11,0,2,11,0,0,4,0,5,10,12,10,0,1,31,0,0,6,16,0,0,9,0,18,50,55,6,0,46,2,6,19,0,1,62,0,0,15,0,0
"210262",5,18,44,0,0,0,0,0,1,4,0,3,2,14,0,6,298,0,147,1,40,0,0,12,7,104,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,119,0,0,0,4,3,0,0,0,0,6,0,0,0,0,5,3,18,30,0,0,0,18,0,0,1,0,0,0,0,0,12,0,0,4,3,6,0,0,9,0,0,4,1,0,0,0,1,12,7,0,8,0,6,0,3,0,0,0,5,0,0,0,0,2
"4425663",71,109,2,7,3,0,26,0,41,58,170,78,65,0,0,207,8,0,3,41,22,0,47,1,0,50,96,7,0,1,0,0,0,52,0,64,0,0,222,42,20,12,22,150,1,8,0,0,0,0,70,0,0,6,7,0,31,0,0,0,8,25,63,0,2,2,1,28,0,0,0,12,6,6,0,0,0,0,0,0,16,6,0,0,9,0,0,92,29,111,0,0,0,74,3,0,2,0,8,32,8,0,0,0,9,22,0,8,0,0
"520657",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,3,3,2,0,120,5,0,2029,4,0,42,1970,0,128,8,1,772,589,1,0,0,3,76,1094,1023,74,114,0,20,501,0,57,1,7,756,0,597,18,646,2,0,102,84,214,753,0,19,0,137,0,4,148,1,164,0,561,215,223,77,230
"190649",3,1,0,14,4,1,28,0,2,2,7,2,4,0,0,1,0,3,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,13,1,0,0,1,0,3,0,0,1,0,0,2,0,3,5,1,0,2,0,0,0,1,3,3,0,0,1,2,5,3,0,6,0,2,4,0,2,1,0,1,5,0,0,3,0,0,0,0,0,1,0,1,3,0,2,0,0,6,0,0,0,0,0,1,0,0
"341322",22,0,1,4,3,30,60,2,0,0,3,6,0,5,8,6,62,13,4,3,2,2,10,10,8,1,4,7,0,0,0,0,1,0,0,4,0,0,7,1,23,1,327,1,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"183071",0,2,1,0,1,0,2,0,2,1,3,2,1,0,3,0,0,2,0,0,0,1,2,1,3,2,0,0,0,0,0,3,5,4,0,0,0,0,0,0,1,2,1,1,0,2,0,1,0,0,4,9,0,0,0,2,4,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,8,2,0,0,0,2,0,1,3,2,0,2,0,0,6,1,0,1,1,0,0,3,0,2,1,0,1,0,1,0,2,0,0,1,0
